,job_title,company_name,job_location,date,job_description,Big Data,C/C++,Cloud,Data Mining/Analytics,DevOps,Excel,Java/Scala,MATLAB,Machine Learning,Math,NLP,Python,R,REST,RapidMiner,Ruby,SAS,SPSS,SQL/databases,Stata,Visualisation,communication,consulting,leadership,problem solving,project_management
500,Data Engineer,MobSquad,"Calgary, AB",30+ days ago,"At MobSquad, we're a team of diverse and curious people who are committed to helping start-ups grow. We write some of the most advanced, useful, and compelling code, and we do it in an environment that values free expression and inquiry. The Squad is bound together by our mutual respect for each other and our hunger to create.

The Role

As a Data Engineer, you will be part of a Canada-based team working remotely with a leading US start-up. Your team will operate alongside many other talented developers and data scientists in Canada, and you will be an integral part of the tech community that MobSquad has built.

This role requires someone who has demonstrated an ability to develop, test, optimize, and maintain scalable databases, architectures, and pipelines that enable data scientists and software developers to easily analyze and work with data. The ideal candidate has worked closely with data scientists and data architects and is an expert at optimizing data flow for use across broader teams. The candidate should be able to generate ideas and create tools that add greater functionality and usability to data systems within the company.

Qualifications and Skills


A bachelor's degree in Computer Science, Information Technology, Data Science, Applied Math, Physics, Engineering, or a comparable analytical field from an accredited institution
Expert in modeling, working with database architectures, and relational databases
3+ years experience or demonstrated fluency in big data tools, such as Hadoop (MapReduce, Hive, Pig), Spark, and Kafka
Experience with SQL databases (PostgreSQL, MySQL) and No-SQL databases (Cassandra, MongoDB)
Experience working with enterprise-grade cloud computing platforms such as Microsoft Azure and Amazon AWS (EC2, EMR, RDS, Redshift)
Expertise in relevant programming languages (Python, C/C++, Java, Pearl, Scala)
Deep understanding of data modeling tools (ERWin, Enterprise Architect, Visio)
Familiarity with optimizing big data pipelines and extracting value from large disconnected datasets
Demonstrated ability to develop high-quality code adhering to industry best practices (i.e., code review, unit tests, revision control)

Who You Are


You understand that writing code is as much about functionality as it is about communication, and that shines through in the clarity of your code and how you describe it to your teammates
You are a self-starter who can work autonomously and drive your success within a team
You are comfortable when things go according to plan, and you are energized when chaos strikes and the team's well-laid plans need to be overhauled
You know that start-up life involves continual adaptation and change, and that excites you!

What You'll Get @MobSquad


A full-time position that offers competitive compensation
A benefits program delivered through our bespoke digital platform, giving you control, choice, and flexibility. We give you the ability to build your package of benefits covering health (think medical, dental, vision), wellness (think gym, workout gear, ski pass, massage, transit) and RRSP (think retirement)
A downtown office location with first-rate amenities, surrounded by great restaurants and easily-accessible transit
For international candidates: Sponsorship for an immediate work permit through Canada's Global Talent Stream and in many cases, expedited permanent residency and a path to citizenship

What You'll Experience @MobSquad


Exposure and engagement with world-class start-ups where you will be helping to build the next big thing many times over
A team-based environment where our culture and community are deeply rooted in our core values
A diverse and inclusive workplace; we know conscious and subconscious discrimination exists and we work hard to uncover and remove biases and barriers, so everyone realizes their actual - not perceived - potential
Opportunity. And lots of it.

",1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
501,Economist I,"AMZN CAN Fulfillment Svcs, ULC","Vancouver, BC",13 days ago,"$88,800 - $148,300 a year
PhD in Economics
Two or more years of experience in a postdoctoral position; or two or more years of experience in consulting, government or academic research

Job location: 510 West Georgia Street, Vancouver, V6B 0M3

Are you interested in the process that generates prices for hundreds of millions of products globally? Would you like to influence those prices to affect the lives of millions of Amazon users? Amazon's Pricing organization needs an experienced economist to join an R&D team that sets the price for products sold by Amazon. This team models, tests, and owns end-to-end business problems directly affecting the profitability of the company and improving value to our customers. The output of this team has a big impact on how Amazon conducts business, and on the bottom line.

Pricing economists apply the frontier of economic thinking to pricing, forecasting, program evaluation, and opportunity quantification. You will build elasticity, demand and other economic models using our world class data systems and will apply economic theory to solve business problems in a fast moving environment. Pricing economists at Amazon are expected to develop new techniques to process large data sets, address quantitative problems, and contribute to design of automated systems performing billions of price evaluations per day. Pricing is creating a new R&D arm in this space offering you the opportunity to directly influence new programs from their inception.

The successful candidate for this position will 1) rigorously apply state-of-the-art methods in their field to existing predictive, analytic, and modeling efforts already underway (2) identify new and promising strategy improvements through modeling and testing of novel approaches (3) connect with other economists, research scientists, and business leaders throughout Amazon to ensure Pricing innovations benefit and are benefitted by progress across the company.

Work responsibilities

Bring innovative ideas grounded in best practices in your field to bear on a variety of problems in Pricing.
Influence Pricing strategy and direction by providing subject matter expertise in modeling and testing of end-to-end systems.
Recommend mechanisms for evaluating, measuring, and validating the strategies and models you develop.
Make recommendations for adjustments to increase strategy and system value based on model refinements.
Identify areas for continuous improvement and research.

Salary Range: $88,800 to 148,300/yr, commensurate with experience

Benefits: Amazon provides a full range of benefits for our global employees and their eligible family members. Eligible employees may also receive signing bonuses and Amazon Restricted Stock Units. While they might vary from location to location, Amazon benefits for Canada may include:


Health Care
Savings Plans
Income Protection
Paid Time Off
Signing Bonuses
Employee Stock

",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
502,Intermediate Environmental Scientist/ Technologist,Remedx Remediation Services,"Calgary, AB",save job,"ContractRemedX Remediation Services Inc. has been providing environmental consulting and waste management services to the upstream oil and gas industry for over 20 years. We are Alberta based and operate with the highest appreciation for the values of our local communities, industries and environment. Our focus for both our consulting projects and waste management services is to ensure that we provide quality, cost efficient service in a manner that best achieves our clients needs.RemedX has an immediate opening for an Intermediate Environmental Scientist/ Technologist in our Calgary office. We are looking for someone with strong field and technical expertise to join our remediation/ reclamation team. The role is primarily field based with office time as necessary to support reporting requirements. Experience specific to this role is required.Responsibilities:Supervise the completion of remediation and reclamation projectsAssist in planning and coordination of fieldworkConduct field programs for soil and groundwater samplingPrepare and compile technical reportsCollect and compile data from field for reportingConduct Phase 2 ESAsOffer support for a variety of projects, as requiredQualifications/ Experience:Degree or technical diploma in an environmental science or related fieldMinimum 2-3 years experience completing similar workHave extensive ground disturbance experienceKnowledge and experience with Alberta Tier 1 Remediation GuidelinesStrong knowledge of Wellsite Reclamation Criteria for Forested Lands and Cultivated LandsProficiency in computer software and industry related programsSolid understanding and experience in the upstream oil and gas sectorValid standard industry safety tickets (e.g. H2S Alive, eGSO, ground disturbance, first aid, etc.)Experience and certification to operate ATV/UTVsMust possess a valid Class 5 drivers licenseMembership with a professional association is an assetThe successful candidate will:Provide strong technical skills in the role as site supervisorHave experience directing and coordinating heavy equipment contractorsHave strong problem-solving skills and be adaptable to changing conditions/ resourcesBe comfortable working on site for extended periods, including in remote areasHave the ability to travel and work on a completion focused scheduleBe organized and a strong communicatorMaintain a focus on quality and meeting client objectivesBe safety focusedAble to work effectively and cooperatively as a team member, team leader and independentlyWork closely with project managers and management to help coordinate and complete programs and tasksWe thank all applicants for their interest, but only candidates selected for an interview will be contacted.Job Type: ContractExperience:similar work: 2 years (Preferred)Education:Secondary School (Preferred)Location:Calgary, AB (Required)Licence:Class 5 Drivers License (Required)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
503,Data Engineer,HSBC,"Toronto, ON",30+ days ago,"HSBC Global Services (Canada) Limited (HGCA) is a wholly owned subsidiary of HSBC Global Services Limited (HGSL), which is owned by HSBC Holdings plc. HGCA provides operational services to countries across the HSBC Group, including Canada and the UK.

Our Global Banking & Markets (GBM) Data Vision

Build a world class “data-driven” organization that rivals our competitors and inspires our employees. Leveraging a revolutionary Data Analytics ecosystem, to generate business insights and provides great customer experience from well-managed and trusted data assets.

Our Mission Statement

Our Data Analytics Ecosystem solves complex problems using cutting-edge technologies; helping to rapidly implement insights from data that can help drive more informed decision making. We will deploy smart machines to process complex and large sets of data, impossible in the legacy manual mining methods. Data underpins everything we do; from risk & regulatory management, through monetization, to predicting client behavior.

The Team

Our Data Science & Engineering teams are partnering with IT to deliver an ecosystem of curated, enriched and protected sets of data – created from global, raw, structured and unstructured sources . Our GBM Big Data Lake is the largest aggregation of data ever within HSBC. We have over 300 sources which equate to more than 20PTB of data, with a use case portfolio of over 110 projects that span all the business lines within GBM. We are utilising the latest machine learning tools and technologies to solve these hypotheses and deliver value and truly unique insights.

The Opportunity

We are looking for Data Engineers that will work on the collecting, storing, processing, and analysing of huge sets of data. The primary focus will be on choosing optimal solutions to use for these purposes, then maintaining, implementing, and monitoring them. You will also be responsible for integrating them with the architecture used across the company and to help build out some core services that power our Machine Learning and advanced analytics systems
Qualifications
Required Skills
Ability to process and rationalize structured data, message data and semi/unstructured data and ability to integrate multiple large data sources and databases into one system
Proficient understanding of distributed computing principles and of the fundamental design principles behind a scalable application
4-5 years of experience with I am Strong knowledge of the Big Data eco system, experience with Hortonworks/Cloudera platforms
Practical experience in using HDFS.
Practical expertise in developing applications and using querying tools on top of Hive, Spark (PySpark
Strong Scala and park skills within a big data environment. Additional experience using ELK stack will be highly regarded.
Experience in Python, particularly the Anaconda environment and Python based ML model deployment
Experience of Continuous Integration/Continuous Deployment (Jenkins/Hudson/Ansible)
Experience with using GIT/GITLAB as a version control system.
Experience in working in Teams using the Agile Methods ( SCRUM ) and Confluence/JIRA
Good communication skills (written and spoken), ability to engage with different stakeholders and to synthesize.
Nice to Haves
Knowledge of at least one Python web framework (preferably: Flask, Tornado, and/or twisted)
Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3 would be a plus
Good understanding of global markets, markets macrostructure and macro economics
Experience with Google Cloud Platform (Data Proc / Dataflow)
Managing, training and hiring junior data engineers. Taken a lead role within a team.
Strong experience in developing pipelines in conjunction with data scientists for machine learning solutions (data extraction, processing, feeding models, deploying models, automation)

HSBC Proud

In 2017, HSBC Bank Canada was named one of the Best 50 Corporate Citizens by Corporate Knights magazine, in addition to The World’s Best Bank by Euromoney Magazine in its annual Awards for Excellence.

Join HSBC, and benefit from the following:

Career Development: Within your current role, as well as Canadian and international opportunities
Company Reputation: Offering prestige, strength, and longevity
Business Growth: Underpinned by our drive, and the highest banking standards
International Connectivity and impact: Build global relationships and be a part of international initiatives
A diverse workforce: Reflecting our belief that diversity of thought, background and perspective make HSBC a stronger organization
Corporate Sustainability: We build our business for the long term by balancing social, environmental and economic considerations in the decisions we make",1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
504,Solutions Architect,Wysdom.AI,"Toronto, ON",30+ days ago,"We are looking for a great Solutions Architect, to join Wysdom.AI – a fast-growing company providing the world's most advanced AI-based cognitive customer care solutions.
Wysdom is a mature full-stack virtual assistant platform that uses machine intelligence for cognitive customer care management over social, web chat, and voice. We give businesses a powerful new way to connect to customers, answer questions, and transact any time, using natural language.
Wysdom provides the framework, the tools, and a massive AI training data corpus to enterprises needing to quickly implement cognitive care. Our experienced team of AI experts continuously trains the system, ensuring businesses provide the best customer experience in whatever channel their customers choose.
We are growing and expanding our team — please join us as a Solutions Architect based in either our Richmond Hill Headquarters or Downtown King West Office.
About the Role:
As a Lead Solutions Architect within the Client Services team, you act as trusted advisor, responsible for the technical requirements and end to end solutions integration of Wysdom cognitive services within the client's environment. You will work with one of the most diverse teams of linguists, data scientists, and innovators to deliver the best AI enabled customer experience
Demonstrated experience in client facing roles such as SaaS services or consulting roles, leading a client facing delivery to exceed client expectation and deliver on-time
Own the complete post-sales implementation lifecycle from requirements capture, through implementation, customer acceptance and launch
Take ownership of client deliverables; collaborating with internal and external stakeholders, technical project managers, product owners, and development teams
Oversee testing practices including creation, execution of joint interoperability and customer acceptance test plans while innovating to speed up delivery without impacting quality
Work collaboratively across internal and external teams to drive resolution of any open technical issues
With internal Development / Knowledge Trainers you will drive technology adoption and ticket resolution
Within Client Services you will drive best practices, architectural assessments, and work breakdown
With Sales you will help guide the technical aspects of solution proposals
Lead client meetings, becoming a trusted advisor to decision makers and stakeholders while demonstrating mastery of the technical domain

About You
You specialize in integration, have solid technical experience in professional services and a proven track record of successfully delivering projects
You have deep technical knowledge of modern Web frameworks, RESTFul services, Service Bus, and Microservices architecture
You have experience driving complex enterprise deployments involving multiple vendors
You have excellent client-facing communication skills
You have the ability and willingness for limited travel to customer sites
You are keen about working on a next big thing in a start-up environment
If you are into AI, even better!
Other ways to think of this role:
Professional Services Consultant
Delivery Consultant
Integration Consultant
About Wysdom.AI
Wysdom.AI is a VC-funded start-up, and is led by an experienced team of serial entrepreneurs with a history of building great teams and products. We offer a terrific work environment in all our offices, full company-paid benefits from your first day, and a stock option program, to ensure you participate in the growth we see ahead. Head here to read more about what it's like to work at Wysdom (https://wysdom.ai/careers/).",0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
505,Business Analyst,Mobiquity,"Toronto, ON",17 days ago,"Mobiquity is a digital engagement provider for more than 200 of the world’s leading brands. We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create compelling digital experiences to help clients show they care to the people who matter most - their consumers, patients, and employees.

The Senior Business Analyst is part of the Customer Success (CS) team. CS is a team of highly motivated specialists with the specific skills and experience required to make sure that the implementation of our product at our customer’s location goes ahead as smoothly as possible. The CS team also provides product training and implementation support services to all of our customers and partners. Every project has its own set of unique challenges that must be overcome, and CS team members must be able to think and react quickly to find a solution that works for everyone.
Our CS consultants work closely with partners and customers all over the world. They have the professional and personal skills required to develop, teach, support, and lead teams towards successfully delivering our enterprise solution and achieving their goals.
As part of the larger CS team, you will report directly to the Chapter Lead of the CS Tribe you are part of.
As a Senior Business Analyst you work closely with our customers and the UX design and Development team. You are responsible for analyzing, capturing and prioritizing the requirements for the new customer experience initiatives of our customers.
This is a crucial role within the CS team, because you are in the driver seat to help our customers realize their customer experience vision. You have to manage customer expectations and help them to translate their vision into a project backlog that can be implemented within time and budget. The job comes with great responsibility and offers the opportunity to work side by side with our customers worldwide and guide the successful implementations with the product.
The Senior Business Analyst is expected to:
Gather define and prioritize requirements of the project in close collaboration with the client;
Write functional requirements using use case specifications or user stories;
Perform business process gap analysis and manage requirement change;
Act as ""product owner"" for the project to guide the team making the right choices to maximize project & customer success;
Configure the various customer experience building blocks using Backbase Portal Manager and Backbase Forms Studio.
Act as a trusted consultant to our clients and implementation partners
Who are you?
You need to be an excellent communicator and feel comfortable interacting with stakeholders at various levels. Organizational and cultural sensitivity is a must.
University education and degree (preferable business or IT related);
Minimum of 5 years experience in a business analysis role preferably in digital banking;
Minimum of 5 years experience in a client facing position;
Experienced with Web Content Management;
Experienced in requirements management an/or process modeling;
Knowledge of multiple development methodologies, e.g. SCRUM, RUP, Kanban, Waterfall;
Excellent written and verbal skills;
Perseverance and pragmatism to solve complex problems;
Ability to work under pressure;
Ability to work in a multicultural and international environment;
Flexibility and willingness to travel frequently
Desirable:
Experienced in business processes and forms solutions;
Experience in Financial Services industry;
Experienced with Digital Marketing;
Experienced in requirement management tools;
Experienced in project management tools;
Recruiting Agencies: While we really do appreciate what you do, and how challenging it can be, don’t do it. Please do not send us unsolicited resumes, either to our employees, job listings, or recruiting team. (We call those “free leads”). Mobiquity is not responsible for any fees related to unsolicited resumes.
Mobiquity is an equal opportunity employer. We feel strongly that the best ideas come from all sorts of directions and sources, and cutting ourselves off from anyone due to our own biases is simply bad business, as well as bad citizenship",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
506,"Senior Scientist, Pharmacokinetics",PharmaScience,"Montréal, QC",25 days ago,"PermanentAs a Senior Scientist, in collaboration with PK scientists and Clinical Research Associates, you will have to ensure that bioequivalence studies, project evaluation and due diligence are in agreement with the requirements from the different agencies and company objectives.

Main responsibilities
Act as the primary contact with regulatory agencies for bio equivalence and clinical study issues and supports the Senior Director in his responsibility of outsourcing bioequivalence studiesResponsible for clinical trial process including protocol development for generic and innovative productsParticipate in the process of price negotiation and recommendation of clinical sites for the outsourcing of bioequivalence studiesResponsible for final study design for single dose, multiple doses, pharmacodynamic and clinical studies for bioequivalence determinationConduct the scientific evaluation of projects including risk assessment analysis, costs, and timelines and prepares technical document supporting early stage Projects Management Executive Committee pipeline project approvalResponsible for final recommendation for in-licensing opportunitiesProvide justification and prepares written technical document to regulatory agencies for proposed study design and requests (pre-submission inquiries)Prepare written responses document to answer PK and clinical questions from HPFB and other agencies (clarifax, NOD and NON)Review information/justification document relating to PK/bio equivalence inquiries from business partners and other groups of PharmascienceHe is responsible for the design, real time data analysis, and interpretation of pharmacokinetics (PK), toxicokinetic (TK), and pharmacodynamic (PD) aspects of preclinical and clinical studiesHe is responsible for the review of nonclinical data and uses established guidelines to determine the starting dose for first in human studies. Provides a rationale for dose escalation and dose range in phase 1 studiesWrite scientific reports and prepares appropriate documentation to support applications for regulatory agency filing. Provides DMPK and PKPD expertise and input into related documents such as Investigator Brochures, SOPs, study reports, manuscripts, summaries for regulatory authorities, INDs, NDAs and sNDAs.Participate and present the results in group and project team meetingsAll other related tasks
Education and Training
Ph.D., Master or Bachelor's degree in pharmacology, pharmacokinetics, or other related life-science field
Experience
Minimum 7 years experience in the pharmaceutical industry as a scientist.
Experience in clinical pharmacology and pharmacokinetics in the industry is an asset.
Skills, Knowledge and Abilities
Excellent communication skills (written and verbal in French & English).Excellent organizational skills, sense of urgency and analytical skills.Experience in the design and conduct of bio availability and bio equivalence studies.Working knowledge of pharmacokinetics and statistical software.Decisive, good trouble-shooting and decision making skills, able to escalate response to situations when relevant.Detail oriented.Strong on problem solving and addressing critical need and advancing projects.Must have clear and effective communication skills and building effective technical collaborations in a team model environment.",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
507,Microbiologist,Lallemand Inc. / BioForest,"Sault Ste. Marie, ON",save job,"$62,000 - $75,000 a yearPermanentSpecificationsLocation: Sault Ste. Marie, Ontario, CanadaBusiness Group/Department: Lallemand Plant Care / Technical Marketing GroupStarting date: February 1, 2019Status: Full time, permanentWork schedule: 5 days a week, 35 hours per weekBenefits: Group insurance benefits, pension plan benefitsOrganizationLallemand Inc. is a privately held Canadian company, founded at the end of the 19th century, specializing in the development, production, and marketing of yeasts and bacteria. The company operates ten business units: Animal Nutrition, Baking, Bio-Ingredients, Biofuels & Distilled Spirits, Brewing, Health Solutions, Manufacturing & Specialty Cultures, Oenology, Pharma, and Plant Care. Administrative offices for the parent company are in Montreal, Canada and for the Plant Care business unit in Toulouse, France.Yeast, bacteria, and fungi: micro-organisms have always lived in harmony with plants, and they are now being recognized for their many agricultural benefits. As an international specialist in micro-organisms, Lallemand Plant Care carefully selects strains for agricultural use, in order to improve plant nutrition, health, and productivity.Joining the Lallemand Plant Care team means collaborating with people who work passionately to develop sustainable, efficient, and clean solutions for agriculture professionals, green spaces, and the forestry sector. We are regularly looking to recruit new talent across the globe to help support our commercial, logistical, marketing, production, and research and development efforts.Main functionsReporting to the Technical Marketing Manager of Lallemand Plant Care in Canada, you will assist our applied R&D team and be responsible for independently executing, troubleshooting and optimizing laboratory and greenhouse research trials using beneficial fungi, bacteria, yeast and plant stimulating extracts.Task associated with this position also include to, but may not be limited to:Performing greenhouse trials and growth chamber plant-microbiome studiesDevelop or modifying experimental protocols as needed, from literature reviews, consultation with other scientistsExecuting aseptic laboratory techniques to culture and enumerate fungi, yeast and/or bacteriaInitiate communication with required staff and business units as needed to coordinate project activities effectivelyGenerate oral and written reports as necessary to summarize laboratory activities and projectsHave knowledge of and execute basic statistical data analysesMaintain records of laboratory activities and notebooks in a professional and accurate mannerProvide recommendations and observations to staff and management on results of projects/tasksContribute to the technical marketing and commercialization strategy of our product portfolioRequired qualificationsTechnical skillsMaster’s Degree in Plant Pathology, Plant-Microbe Interactions, Microbiology and/or a related fieldFive years experience in laboratory and growth chamber experiments and greenhouse environments and practicesA demonstrated ability to design experiments and do careful and meticulous experimentationStrong analytical skills with the ability to analyze data sets and critically evaluate scientific research resultsSound knowledge surrounding plant-microbe interactionsSuperior organizational skills to use time productively, maximize efficiencies, and meet deadlinesStrong written communication skills, including experience in writing comprehensive reports, and proposalsProficiency in statistical data analyses using software packagesGeneral criteriaDemonstrated ability to execute and complete projectsOrganized and reliable; able to juggle multiple streams of work, keep things on track and consistently meet deadlines for processing work, with a strong attention to detailNot afraid to speak up and make suggestions for areas for improvementSelf-aware, reflective, and able to learn from mistakes. Shows an ability to learn quickly while on the job and through formal trainingStrong proficiency in Microsoft programs (Excel, Word, Outlook, PowerPoint)Good interpersonal skills and team workLanguage of Work: EnglishPersonal strengths requiredDesire to learn continuouslyExcellent work ethicEthical and honestLogical with strong common senseEnthusiastic personalitySense of initiativeLarge sense of autonomyGreat team spiritDetail orientedIs this offer for you? Apply now to: Please send your resume and include two professional references as well as a cover letter to Carrie Morin, Administrative Assistant & Customer Support Specialist.59 Industrial Park Crescent, Unit 1, Sault Ste. Marie, ON P6B 5P3Toll-free: 1-888-236-7378; Phone 705-942-5824Thank you for your interest in our organization, please note that for reasons of treatment volume, only retained candidates will be contacted.Job Types: Full-time, PermanentSalary: $62,000.00 to $75,000.00 /year",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
510,"Scientist, Stem Cell Metabolism",STEMCELL Technologies,"Vancouver, BC",30+ days ago,"STEMCELL Technologies Inc. is a privately-owned biotechnology company based in Vancouver that helps power leading-edge life science research around the world. Scientists performing stem cell, immunology, cancer, regenerative medicine and cellular therapy research are among those who rely on our cell culture media, cell separation products, instruments, ancillary reagents and contract assay services. We create novel, useful, standardized products of unfailing quality and deliver them to more than 70 countries via our many regional offices plus distribution centres in Vancouver, Seattle, Grenoble and Singapore. Driven by our love of science and our passion for quality, we see ourselves simply as “Scientists Helping Scientists” – standing by our customers to provide outstanding products, technical support and training. We have over 1000 science-oriented employees globally, including 250 PhDs/MScs, with most others holding a BSc or engineering degree. STEMCELL is proud to be the largest Biotechnology employer in Canada.

Job Description Summary
The Scientist is responsible in providing expertise in the areas of scientific and technical leadership for the development of the assigned product line(s) in the Research and Development (R&D) department. This role advances STEMCELL’s long-term success in current and emerging markets through product and technological innovation. With an established reputation within the scientific community, the Scientist serves as a scientific ambassador of the company to drive and leverage collaborations with external researchers and partners, and internally by sharing their expertise and interfacing closely with other departments.

Job Description

Duties and Responsibilities
Fully responsible for multiple product line(s) of Pluripotent Stem Cell Development and Maintenance including i) Set performance criteria, quality of experimental design, project planning, product optimization, and launch ii) Expand product offerings and focus on completing product work flows.
Identify and execute multiple product and process improvement projects including cost reduction and risk mitigation initiatives including i) Manage the assigned project research budget and provide monthly status updates ii) Generate technical documentation and provide pre- and post-product launch support iii) Troubleshoot and resolve complex scientific and technical investigations for cross-team and cross-functional operational activities.
Responsible for the strategic planning and execution of the corporate goals including innovative product development and identifying emerging markets, including i) In collaboration with the Strategic Marketing group, review marketing analyses, cutting edge technologies, product lifecycle management and future trends to identify customer needs ii) Present New Product Proposals (NPPs) iii) Evaluate new technologies independently or with the Business Development Team iv) Generate intellectual property and review relevant literature to respond to patent office actions v) Draft patent applications vi) Perform literature and patent searches to identify new technologies and scientific trends
Keep abreast of competitor activities, regularly present competitor analysis reports, and recommend new product development ideas to counter potential competitor threats.
Execute projects, initiatives, services and department goals with the required internal and external collaborations.
Source grant funding opportunities and submit applications.
Serve as a scientific ambassador of the company: i) Deliver superior quality presentations to internal and external audiences ii) Promote the STEMCELL brand and mission iii) Interact regularly with external experts to build successful relationships iv) Publish abstracts, posters and articles.
In collaboration with the Education Team, generate training material and participate in the product training sessions as needed.
Adhere to the Quality Management System (QMS) initiatives and requirements.
Responsible for team productivity and facilitating communication with other groups and departments.
Proactively report and present on the product lifecycle activities to senior leaders across the company.
Lead, manage, coach and mentor a cross-functional team to meet the deliverables.
Qualifications
PhD with 3 or more years of relevant experience in human stem cell biology.
Knowledge and expertise in metabolic pathways in stem cells.
Human pluripotent stem cell biology is an asset.
An independent researcher with product, methodology, and/or technology development experience.
Proven record of complex experimental design and execution, including expertise in applying appropriate statistical analyses in complex data sets.
Broad technical expertise and knowledge of diverse laboratory techniques. Proven experience training personnel on laboratory techniques and protocols.
Expert presenter to deliver technical summaries of data with critical thinking skills to provide in-depth analyses and interpretations.
Extensive knowledge and practical experience of STEMCELL products are assets.
Proven history of innovation and scientific discovery.
Established scientific reputation in the relevant field of research.
Managed successful collaborations with key opinion leaders.
Demonstrated proficiency drafting business plans, patent applications and related articles in the field of expertise is an asset.
Excellent communication skills (verbal, written and presentation) both in one-on-one and in group settings.
Detail-oriented and proficient at time management.
Team orientated – ‘one-team’ behavior with demonstrated team leadership capabilities is a must.

This is an opportunity to work with highly motivated colleagues in a science-oriented, creative and dynamic environment. We offer a competitive salary, excellent benefits and significant career development opportunities.

To apply please select the apply button. You will then be directed to a login screen asking you to set up an account. You must set up an account in order to apply.
Create an account by selecting the create account button. You will then be asked for your email and to create a password. Your Password must be eight characters long, contain at least one special character, one capital letter, and a number.Once you have created your password you will be asked to upload your resume. Uploading your resume will provide the ability to auto-populate your application with information from your resume. If you prefer to manually complete all of the fields in the application you can do this by clicking next. You can upload your cover letter as an attachment in the attachments screen. Thank you for your interest in STEMCELL!",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
512,Senior Data Engineer,BBM,"Mississauga, ON",30+ days ago,"Build, deploy and manage cloud based big data solutions that can adequately support the analytics and data science needs
Build out scalable and reliable ETL pipelines and processes to ingest data from a large number and variety of data sources
Spearhead the development of systems, architectures, and platforms that can scale to the 3 Vs of Big data (Volume, Velocity, Variety)
Maintain and optimize the performance of all the data pipelines and ETL processes to ensure accurate, reliable and timely delivery of key insights for decision making
Work with the data scientists to improve the quality of data by cleaning and preparing subsets of data as preparatory step before deeper analysis
Requirements:
Bachelors or Masters degree in Computer Science, Software Engineering, Information Technology or other related technical disciplines.
Experience working with Stream data processing involving technologies such as Kafka, PubSub, Spark, Flink or other equivalent technologies
Proficient in one of the programming languages - Scala, Python or Java Experience in handling large data sets (multiple TBs) and working with structured and unstructured datasets
An insatiable passion for working with data, learning new technologies in the Big data landscape
Excellent communication skills to interact with the Business team to understand the requirements and to solve data related challenges
Bonus Points
Experience working on Cloud Infrastructure (AWS, Google Cloud)
A good level of understanding and experience with distributed processing and best engineering practices - monitoring, handling and logging errors, building efficient and reliable streaming data pipelines, continuous integration, performance management
Familiarity with the inner workings of News / Media Publishing platforms
What are we about?
BBM is building services for everyone in Indonesia — defining the digital landscape of our 13k island archipelago.
We develop software in an Agile way, using Extreme Programming methodologies.
That means we embrace change, but it doesn't mean we work crazy hours.
We maintain a sustainable pace (8 hour days, no overtime, no nights or weekends) because everyone needs a life.
Pair programming, test driven development, continuous integration, and continuous deployment are core to our principles.",1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
